epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,10.5344,2.57019,11.0483,1.46282,0.14438,0.06667,0.01344,0.00296,2.14905,8.43895,1.15489,6.152e-05,6.152e-05,6.152e-05
