epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,34.9564,2.92012,17.6876,1.60781,0.02786,0.4,0.05504,0.01981,1.88237,8.14286,1.13746,2.307e-05,2.307e-05,2.307e-05
