epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,34.7362,3.18972,21.1641,1.57378,0.16377,0.1875,0.03927,0.01257,1.89599,7.91884,1.1358,2.307e-05,2.307e-05,2.307e-05
