epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,27.0576,2.91348,18.623,1.66427,0.26316,0.06852,0.03537,0.01164,2.55695,5.15751,1.33758,2.307e-05,2.307e-05,2.307e-05
