epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,37.9649,2.63017,9.32935,1.41917,0.3815,0.16667,0.04871,0.01886,2.28529,4.20719,1.14772,3.076e-05,3.076e-05,3.076e-05
