epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,34.0312,3.01526,16.643,1.51903,0.16874,0.12963,0.07581,0.01577,2.28987,5.72551,1.30632,2.307e-05,2.307e-05,2.307e-05
